"province","drain_basin","river_section","time","quality_type","temperature","pH","oxygen","conductivity","turbidity_ntu","permanganate_index","ammonia_nitrogen","total_phosphate","total_nitrogen","chl_a","algae_density","site_state"
"内蒙古自治区","黄河流域","画匠营子","2020-05-27 08:00:00","Ⅱ",15.4,7.78,8.1,1004.2,582.4,3.56,0.024,,,,,"正常"
"内蒙古自治区","黄河流域","海勃湾","2020-05-27 08:05:00","Ⅱ",18.9,8.38,6.81,820.9,41.9,3.2,0.03,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"维护"
"辽宁省","辽河流域","大伙房水库","2020-05-27 08:00:00",,16.9,7.26,10.13,353.5,8.1,,0.07,0.001,"2.35",0.001,,"维护"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"维护"
"辽宁省","辽河流域","辽河公园","2020-05-27 04:05:00","Ⅳ",20.1,6.22,7.88,2231.9,171.2,6.07,0.093,0.204,"5.50",,,"正常"
"辽宁省","辽河流域","汤河水库","2020-05-27 08:00:00",,14.2,8.05,6.8,491,10.9,0.73,0.009,,,,,"维护"
"辽宁省","辽河流域","盘锦兴安(兴安)","2020-05-27 08:00:00","Ⅱ",18,6.77,9.34,662.9,116.6,2.45,0.02,0.099,"3.23",,,"正常"
"辽宁省","辽河流域","珠尔山","2020-05-27 08:00:00","Ⅱ",17.8,8.21,8.84,408.2,36.3,3.29,0.08,0.071,"4.16",,,"正常"
"吉林省","松花江流域","松花江村","2020-05-27 08:05:00","Ⅲ",16.4,7.34,10.07,272.4,23.5,1.49,1,0.038,"2.27",,,"正常"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-05-27 08:00:00",,17.3,7.63,8.75,156,22,4.5,0.007,,"10.00",,,"维护"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇","2020-05-27 08:00:00","Ⅳ",15.5,7.04,6.02,648,365,6.99,0.516,0.028,"0.21",,,"正常"
"黑龙江省","松花江流域","同江","2020-05-27 08:00:00",,15.4,,10.25,253.9,73,4.82,,0.133,"2.56",,,"维护"
"黑龙江省","松花江流域","黑河下(黑河)","2020-05-27 08:05:00",,13.1,6.05,8.74,126.4,62.3,,5.274,,,,,"维护"
"上海市","长江流域","急水港桥","2020-05-27 08:00:00","Ⅴ",21.8,6.84,2.56,697,14.9,1.8,0.354,0.063,"3.59",0.005,37888090,"正常"
"江苏省","长江流域","林山","2020-05-27 08:00:00",,23.9,7.89,7.17,315.2,44.2,,,,,,,"维护"
"江苏省","太湖流域","沙渚","2020-05-27 08:00:00","Ⅲ",24.3,8.04,6.81,451.2,55.1,5.79,0.24,0.08,"1.52",,,"正常"
"江苏省","淮河流域","小红圈",,,,,,,,,,,,,,"停站"
"江苏省","淮河流域","李集桥","2020-05-27 08:00:00","Ⅳ",25.6,7.69,7.22,1074,527.5,6.49,0.026,0.157,"1.57",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-05-27 08:00:00","Ⅲ",25.7,8.59,11.14,618.5,42.5,5.22,0.17,0.036,"0.85",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-05-27 08:00:00","Ⅱ",24,7.78,6.88,420.9,75.5,1.32,0.31,0.098,"4.03",,,"正常"
"江苏省","太湖流域","西山","2020-05-27 08:00:00","Ⅲ",24.8,7.71,7.09,546.3,71.9,3,0.19,0.039,"0.75",,,"正常"
"江苏省","淮河流域","大兴桥","2020-05-27 08:00:00","Ⅲ",25.5,7.99,7.9,1198.3,25.1,5.21,0.09,,,,,"正常"
"江苏省","淮河流域","淮河大桥",,,,,,,,,,,,,,"维护"
"江苏省","长江流域","三江营",,,,,,,,,,,,,,"停站"
"江苏省","淮河流域","大屈","2020-05-27 08:00:00","Ⅳ",24.6,7.78,6.38,894.7,23.7,8.11,0.13,0.012,"0.87",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)",,,,,,,,,,,,,,"停站"
"浙江省","太湖流域","斜路港","2020-05-27 08:00:00","Ⅳ",24.5,7.38,4.24,572,208.5,5.35,0.035,0.087,"1.50",,,"正常"
"浙江省","太湖流域","王江泾",,,,,,,,,,,,,,"停站"
"浙江省","太湖流域","新港口(新塘港)","2020-05-27 08:00:00","Ⅱ",22.9,7.09,6.56,345.5,212.2,2.75,0.166,0.093,"8.50",,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-05-27 08:00:00","Ⅳ",27.4,7.64,6.06,454.9,156.7,6.56,0.29,0.062,"1.18",0.032,,"正常"
"安徽省","巢湖流域","裕溪口(老)",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","石头埠(老)","2020-05-27 08:01:00","Ⅱ",25.4,7.08,7.81,682.2,29.5,3.38,0.12,,,,,"正常"
"安徽省","淮河流域","小王桥",,,,,,,,,,,,,,"停站"
"安徽省","长江流域","皖河口",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","小柳巷","2020-05-27 08:00:00","Ⅱ",24.4,7.73,8.31,707.8,113.2,3.15,0.05,0.049,"2.11",,,"正常"
"安徽省","淮河流域","张大桥","2020-05-27 08:00:00","Ⅲ",25,8.33,7.21,2601.7,17.6,4.97,0.02,0.123,"1.05",,,"正常"
"安徽省","淮河流域","王家坝","2020-05-27 08:00:00","Ⅳ",26.2,8.45,10.93,522,15.8,4.79,0.339,0.243,"1.25",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-05-27 08:00:00","Ⅱ",17.6,7.84,7.59,898.6,9.2,2.56,0.21,0.086,"4.04",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-05-27 08:00:00","Ⅱ",23.6,7.41,6.94,1029.3,279.8,3.49,0.01,0.073,"0.36",,,"正常"
"安徽省","淮河流域","杨庄","2020-05-27 08:02:00","Ⅳ",24.3,7.42,5.3,1036.3,370.2,6.53,0.59,,,,,"正常"
"安徽省","淮河流域","泗县公路桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","颜集","2020-05-27 08:00:00","Ⅴ",23.8,8.15,4.73,1783.1,234.1,4.6,0.02,0.36,"1.97",,,"正常"
"福建省","浙闽片河流","白岩潭","2020-05-27 08:00:00","Ⅱ",25.8,6.77,6.22,165.5,127.6,2.5,0.07,,,,,"正常"
"江西省","长江流域","滁槎","2020-05-27 08:00:00","Ⅳ",26.6,7.06,4.72,186.8,11.9,1.41,0.21,0.077,"2.32",,,"正常"
"江西省","长江流域","姚港(河西水厂)",,,,,,,,,,,,,,"停站"
"江西省","长江流域","蛤蟆石",,,,,,,,,,,,,,"停站"
"山东省","黄河流域","泺口","2020-05-27 08:00:00","Ⅰ",23.3,8.37,8.04,1070.9,730.9,1.65,0.087,0.018,"3.93",,,"正常"
"山东省","淮河流域","台儿庄大桥","2020-05-27 08:00:00","Ⅱ",24.2,7.95,7.59,724.7,71.2,3.75,0.037,0.054,"1.20",,,"正常"
"山东省","淮河流域","清泉寺","2020-05-27 08:00:00",,24.6,7.64,6.17,1341.8,13.7,6.61,,,,,,"维护"
"山东省","淮河流域","重坊桥","2020-05-27 08:00:00","Ⅱ",23.9,7.41,7.14,870,2.4,3.1,0.068,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-05-27 08:00:00","Ⅳ",24,7.37,7.2,952,98,6.67,0.049,0.09,"0.93",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-05-27 04:00:00","Ⅱ",23.9,8.04,8.82,303.6,4.8,2.85,0.025,0.01,"1.04",0.008,216980,"正常"
"河南省","淮河流域","黄口","2020-05-27 08:00:00","Ⅳ",23.8,8.16,4.93,5423,78.5,4.53,0.05,0.119,"1.85",,,"正常"
"河南省","淮河流域","蒋集","2020-05-27 08:00:00","Ⅳ",27.3,7.57,4.39,292.4,411.5,2.48,0.057,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-05-27 08:00:00",,23.8,8.11,8.65,326,24.4,,0.189,0.027,"1.16",,,"维护"
"河南省","淮河流域","沈丘闸","2020-05-27 08:00:00","Ⅲ",23.3,8.32,11.2,828.5,13.4,4.16,0.12,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-05-27 08:00:00","Ⅲ",25.4,8.52,8.43,1488.4,10.1,1.71,0.05,0.1,"1.65",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-05-27 08:00:00","Ⅳ",24.2,6.5,4.38,1310.1,1.2,6.57,0.48,0.29,"2.67",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-05-27 08:00:00","Ⅱ",16.6,8.72,7.45,1010.5,4.9,2.32,0.13,0.033,"4.04",,,"正常"
"湖北省","长江流域","宗关",,,,,,,,,,,,,,"停站"
"湖北省","长江流域","坝上中(胡家岭)","2020-05-27 08:08:00","Ⅱ",22.9,8.83,8.69,302.2,3.4,1.69,0.12,0.011,"1.19",0.011,19114500,"正常"
"湖北省","长江流域","南津关",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","新港",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","岳阳楼",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","城陵矶",,,,,,,,,,,,,,"停站"
"广东省","珠江流域","七星岗","2020-05-27 08:00:00","Ⅲ",26.3,6.73,5.35,180.3,26,1,0.09,0.011,"1.94",,,"正常"
"广东省","珠江流域","横栏","2020-05-27 08:00:00","Ⅱ",26.3,7.57,6.76,288,12.5,1.74,0.107,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-05-27 08:00:00","Ⅱ",27.5,7.58,6.02,286.1,10.7,1,0.056,0.032,"2.32",,,"正常"
"广西壮族自治区","珠江流域","阳朔","2020-05-27 08:00:00","Ⅲ",22.7,7.08,5.51,189.5,59.5,2.71,0.027,0.061,"2.60",,,"正常"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴","2020-05-27 08:00:00","Ⅱ",27.9,7.06,7.81,276.5,35.1,0.81,0.13,0.034,"2.41",,,"正常"
"广西壮族自治区","珠江流域","平而关",,,,,,,,,,,,,,"维护"
"重庆市","长江流域","朱沱",,,,,,,,,,,,,,"停站"
"四川省","长江流域","龙洞","2020-05-27 08:00:00","Ⅰ",18.3,8.04,8.86,556.6,1.9,1.65,0.08,0.005,"0.46",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)",,,,,,,,,,,,,,"停站"
"四川省","长江流域","清风峡","2020-05-27 04:00:00","Ⅰ",21.8,8.2,8.87,349.9,22.9,1.01,0.037,,,,,"正常"
"四川省","长江流域","岷江大桥","2020-05-27 08:00:00","Ⅱ",24.1,7.51,6.29,525.8,37.8,3.71,0.31,,,,,"正常"
"四川省","长江流域","凉姜沟",,,,,,,,,,,,,,"停站"
"云南省","滇池流域","西苑隧道","2020-05-27 08:02:00","劣Ⅴ",21.2,7.74,3.33,663.1,18.8,10.65,0.35,0.239,"3.08",0.075,6982717,"正常"
"云南省","滇池流域","观音山","2020-05-27 08:00:00","Ⅴ",23.6,7.37,7.4,439.7,78.7,6.51,0.27,0.123,"1.20",0.036,7699870,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-05-27 08:00:00","Ⅲ",27.3,7.5,7.35,157,235.4,4.73,0.051,0.016,"0.94",,,"正常"
"云南省","西南诸河","橄榄坝",,,,,,,,,,,,,,"维护"
"陕西省","黄河流域","潼关吊桥","2020-05-27 08:08:00","Ⅴ",22,7.75,8.34,707,1005.2,12.59,0.12,0.322,"8.02",,,"正常"
"甘肃省","黄河流域","新城桥","2020-05-27 08:00:00","Ⅱ",13.2,7.87,8.23,482.5,224.7,2.42,0.14,0.04,"2.77",,,"正常"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-05-27 08:00:00",,16,7.89,8.26,504.8,185.3,1.51,,0.05,"2.29",,,"维护"
"北京市","海河流域","沿河城",,,,,,,,,,,,,,"停站"
"北京市","海河流域","古北口",,,,,,,,,,,,,,"维护"
"天津市","海河流域","三岔口","2020-05-28 08:00:00","劣Ⅴ",23.7,7.95,7.73,252.5,23,3.04,5.44,0.064,"1.05",,,"正常"
"天津市","海河流域","果河桥","2020-05-28 08:00:00",,17.7,8.29,9.23,595.2,7.2,,,,,,,"维护"
"河北省","海河流域","岗南水库","2020-05-28 08:00:00","Ⅱ",23.1,8.28,9.42,593.1,4.2,2.17,0.01,0.023,"2.24",,,"正常"
"河北省","海河流域","八号桥","2020-05-28 08:10:00","Ⅳ",18.6,7.89,7.76,1369.8,78.4,6.17,0.18,0.034,"3.69",,,"正常"
"山西省","黄河流域","河津大桥","2020-05-28 08:00:00","Ⅴ",23.9,8.11,7.87,1414.7,302.1,11.1,0.01,,,,,"正常"
"山西省","黄河流域","万家寨水库","2020-05-28 08:00:00","Ⅲ",19.1,8.12,8.8,867,9.6,5.4,0.31,0.007,"1.68",,,"正常"
"内蒙古自治区","黄河流域","画匠营子","2020-05-28 08:00:00","Ⅱ",16.4,7.68,7.67,973.1,1187.3,3.66,0.033,,,,,"正常"
"内蒙古自治区","黄河流域","海勃湾","2020-05-28 08:05:00",,19,8.35,6.77,785.2,36.2,3.16,,,,,,"维护"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"维护"
"辽宁省","辽河流域","大伙房水库","2020-05-28 08:00:00",,16.8,7.29,10.45,354.3,16.8,,0.04,0.001,"2.35",0.001,,"维护"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"维护"
"辽宁省","辽河流域","辽河公园","2020-05-28 08:05:00","Ⅲ",19.3,7.03,6.64,3447.6,157.1,5.91,0.082,0.178,"5.61",,,"正常"
"辽宁省","辽河流域","汤河水库","2020-05-28 04:00:00",,14.3,8.07,6.75,486,14.7,0.55,0.046,,,,,"维护"
"辽宁省","辽河流域","盘锦兴安(兴安)","2020-05-28 08:00:00",,17.8,6.72,9.41,650,120.3,2.56,,0.093,"2.76",,,"维护"
"辽宁省","辽河流域","珠尔山","2020-05-28 08:00:00","Ⅱ",18.4,8.52,9.73,409.6,21.7,3.56,0.13,0.061,"3.66",,,"正常"
"吉林省","松花江流域","松花江村","2020-05-28 08:05:00","Ⅱ",16.4,7.31,9.92,280.1,23.3,2.08,0.36,0.037,"2.33",,,"正常"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-05-28 08:00:00",,18.3,7.66,8.17,162,21,4.5,0.983,,"10.09",,,"维护"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-05-28 08:00:00",,16.1,,10.44,261.7,73.5,4.92,,0.13,"2.61",,,"维护"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"维护"
"上海市","长江流域","急水港桥","2020-05-28 08:00:00","Ⅳ",24.4,6.98,3.94,718,122.5,1.87,0.435,0.065,"3.61",0.005,45748780,"正常"
"江苏省","长江流域","林山","2020-05-28 08:00:00",,24.2,7.85,6.96,305,40,,,,,,,"维护"
"江苏省","太湖流域","沙渚","2020-05-28 08:00:00","Ⅳ",24.7,8.38,7.73,462.1,61.2,6.81,0.28,0.087,"1.75",,,"正常"
"江苏省","淮河流域","小红圈",,,,,,,,,,,,,,"停站"
"江苏省","淮河流域","李集桥","2020-05-28 08:00:00","Ⅲ",26,7.52,5.19,1092.3,687.4,4.67,0.031,0.121,"1.04",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-05-28 08:00:00","Ⅲ",25.9,8.57,11.27,606.9,22.3,5.14,0.16,0.036,"0.63",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-05-28 08:00:00","Ⅲ",25,7.18,5.63,488.4,52.3,1.59,0.39,0.077,"3.20",,,"正常"
"江苏省","太湖流域","西山","2020-05-28 08:00:00","Ⅲ",24.7,7.66,7.24,349.8,59.3,2.99,0.13,0.035,"0.88",,,"正常"
"江苏省","淮河流域","大兴桥","2020-05-28 08:00:00","Ⅲ",25.8,8.16,9.54,1226.3,44,5.51,0.082,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-05-28 08:00:00","Ⅳ",26.1,7.95,5.8,613.5,66.3,3.5,1.47,0.087,"1.31",,,"正常"
"江苏省","长江流域","三江营",,,,,,,,,,,,,,"停站"
"江苏省","淮河流域","大屈","2020-05-28 08:00:00","Ⅴ",24.8,8.1,7.16,880.5,79.5,11.32,0.11,0.011,"0.99",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)",,,,,,,,,,,,,,"停站"
"浙江省","太湖流域","斜路港","2020-05-28 08:00:00","Ⅳ",24.9,7.35,4.69,650,67.1,5.43,0.067,0.076,"1.95",,,"正常"
"浙江省","太湖流域","王江泾",,,,,,,,,,,,,,"停站"
"浙江省","太湖流域","新港口(新塘港)","2020-05-28 08:00:00","Ⅱ",24.1,7.01,6.54,319.7,200.9,2.83,0.104,0.097,"15.34",,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-05-28 08:00:00","Ⅳ",27.7,7.17,7.28,441.2,367.3,9.53,0.17,0.042,"1.72",0.058,,"正常"
"安徽省","巢湖流域","裕溪口(老)",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","石头埠(老)","2020-05-28 08:01:00","Ⅱ",26.1,6.98,7.51,687.4,36.1,3.41,0.16,,,,,"正常"
"安徽省","淮河流域","小王桥",,,,,,,,,,,,,,"停站"
"安徽省","长江流域","皖河口",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","小柳巷","2020-05-28 08:00:00","Ⅱ",24.7,7.71,8.22,712.1,50.1,3.24,0.05,0.055,"2.10",,,"正常"
"安徽省","淮河流域","张大桥","2020-05-28 08:00:00","Ⅲ",25.5,8.42,7.52,2562.6,17.1,4.55,0.03,0.137,"1.12",,,"正常"
"安徽省","淮河流域","王家坝","2020-05-28 08:00:00",,26.2,8.41,8.42,574.3,13,4.99,0.355,,"1.43",,,"维护"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-05-28 08:00:00","Ⅱ",18.2,7.66,7.39,890.1,9.2,2.74,0.22,0.081,"4.03",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-05-28 04:00:00","Ⅱ",24,7.43,6.61,1042.7,72.7,3.18,0.02,0.076,"0.42",,,"正常"
"安徽省","淮河流域","杨庄","2020-05-28 08:02:00","Ⅳ",24.3,7.36,7.55,1030.1,79.4,6.42,0.367,,,,,"正常"
"安徽省","淮河流域","泗县公路桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","颜集","2020-05-28 08:00:00","劣Ⅴ",24.2,8.27,0.73,1829.8,300.8,5.09,0.02,0.407,"2.33",,,"正常"
"福建省","浙闽片河流","白岩潭","2020-05-28 08:00:00",,24,7,8.82,,,,0.37,,,,,"维护"
"江西省","长江流域","滁槎","2020-05-28 08:00:00","Ⅳ",26.9,7.04,4.77,179.2,10.6,1.18,0.07,0.076,"2.18",,,"正常"
"江西省","长江流域","姚港(河西水厂)",,,,,,,,,,,,,,"停站"
"江西省","长江流域","蛤蟆石",,,,,,,,,,,,,,"停站"
"山东省","黄河流域","泺口","2020-05-28 08:00:00",,23.5,8.37,8.03,1073.7,660.1,10.69,0.1,,"3.99",,,"维护"
"山东省","淮河流域","台儿庄大桥","2020-05-28 08:00:00","Ⅲ",24.4,7.98,7.69,721.3,42.8,4.07,0.064,0.053,"1.02",,,"正常"
"山东省","淮河流域","清泉寺","2020-05-28 08:00:00","Ⅳ",24.6,8.02,7.54,1343.7,11.5,6.7,0.21,,,,,"正常"
"山东省","淮河流域","重坊桥","2020-05-28 08:00:00",,24.2,7.43,7.1,874.8,2.2,,0.05,,,,,"维护"
"山东省","淮河流域","捷庄(涝沟桥)","2020-05-28 08:00:00","Ⅲ",23.9,7.23,5.42,975.9,37.5,4.08,0.893,0.085,"1.98",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔",,,,,,,,,,,,,,"维护"
"河南省","淮河流域","黄口","2020-05-28 08:00:00","Ⅲ",23.9,8.18,5.17,5390,86.9,4.48,0.131,0.102,"1.88",,,"正常"
"河南省","淮河流域","蒋集","2020-05-28 08:00:00","Ⅳ",27.5,7.53,4.63,297,212.1,2.47,0.058,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-05-28 08:00:00",,24.4,8.36,9.47,324,27.9,,1.349,0.023,"0.89",,,"维护"
"河南省","淮河流域","沈丘闸","2020-05-28 08:00:00","Ⅱ",23.9,8.23,11.92,832.9,53.4,3.67,0.19,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-05-28 08:00:00","Ⅳ",25.1,8.51,9.22,1500.6,12.6,8.81,0.05,0.097,"1.51",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-05-28 04:00:00","Ⅳ",24.6,6.52,4.87,1290.5,1.4,6.5,0.44,0.265,"2.58",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-05-28 08:00:00",,,,,,5.1,1.92,0.14,0.036,"4.00",,,"维护"
"湖北省","长江流域","宗关",,,,,,,,,,,,,,"停站"
"湖北省","长江流域","坝上中(胡家岭)","2020-05-28 08:08:00","Ⅱ",23.4,8.39,8.82,303.2,3.1,1.82,0.17,0.009,"1.13",0.005,2718,"正常"
"湖北省","长江流域","南津关",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","新港",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","岳阳楼",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","城陵矶",,,,,,,,,,,,,,"停站"
"广东省","珠江流域","七星岗","2020-05-28 08:00:00","Ⅲ",26,6.7,5.35,171.2,23.5,0.95,0.072,0.005,"1.79",,,"正常"
"广东省","珠江流域","横栏","2020-05-28 08:00:00","Ⅱ",25.8,7.59,7.13,270,12.1,1.66,0.114,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-05-28 08:00:00","Ⅱ",27.5,7.59,6.02,290.1,9.2,0.88,0.058,0.031,"2.23",,,"正常"
"广西壮族自治区","珠江流域","阳朔","2020-05-28 08:00:00","Ⅲ",23.3,7.16,5.77,197.9,26.6,2.18,0.029,0.012,"2.22",,,"正常"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴","2020-05-28 08:00:00","Ⅱ",28,6.73,8.16,248.8,40.7,0.49,0.2,0.03,"2.16",,,"正常"
"广西壮族自治区","珠江流域","平而关",,,,,,,,,,,,,,"维护"
"重庆市","长江流域","朱沱",,,,,,,,,,,,,,"停站"
"四川省","长江流域","龙洞","2020-05-28 08:00:00","Ⅰ",17.5,8.03,8.94,562.3,2,1.34,0.03,0.004,"0.32",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)",,,,,,,,,,,,,,"停站"
"四川省","长江流域","清风峡","2020-05-28 04:00:00","Ⅰ",22.1,8.21,8.82,341.7,81.4,0.98,0.012,,,,,"正常"
"四川省","长江流域","岷江大桥","2020-05-28 08:00:00","Ⅱ",24,7.55,6.75,528.6,26,3.53,0.33,,,,,"正常"
"四川省","长江流域","凉姜沟",,,,,,,,,,,,,,"停站"
"云南省","滇池流域","西苑隧道","2020-05-28 08:02:00","劣Ⅴ",19.3,7.65,2.13,671.6,20.5,10.71,0.31,0.476,"3.01",,8647787,"维护"
"云南省","滇池流域","观音山","2020-05-28 08:00:00","Ⅴ",20.3,8.71,6.97,439.4,86.4,10.5,0.34,0.132,"1.41",0.03,7699851,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-05-28 08:00:00","Ⅲ",25.9,7.49,7.54,188.1,161.2,4.31,0.066,0.017,"1.23",,,"正常"
"云南省","西南诸河","橄榄坝","2020-05-28 08:01:00","Ⅲ",17.9,7.36,5.68,551.2,7.4,0.22,0.044,,,,,"正常"
"陕西省","黄河流域","潼关吊桥",,,,,,,,,,,,,,"停站"
"甘肃省","黄河流域","新城桥","2020-05-28 08:00:00","Ⅱ",13.8,7.76,7.98,472.1,152.3,2.73,0.15,0.039,"3.02",,,"正常"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-05-28 08:00:00","Ⅱ",16.7,7.85,8.03,481.3,163.1,1.78,0.11,0.044,"2.27",,,"正常"
"北京市","海河流域","沿河城",,,,,,,,,,,,,,"停站"
"北京市","海河流域","古北口",,,,,,,,,,,,,,"维护"
"天津市","海河流域","三岔口","2020-05-29 08:00:00","劣Ⅴ",24.2,7.97,7.8,248.9,18.4,2.06,5.74,0.052,"1.04",,,"正常"
"天津市","海河流域","果河桥","2020-05-29 08:00:00","Ⅱ",18.7,8.46,9.29,595.8,6.1,2.12,0.04,0.034,"3.02",,,"正常"
"河北省","海河流域","岗南水库","2020-05-29 08:00:00","Ⅱ",23.2,8.27,9.39,573.2,3.4,2.21,0.06,0.022,"2.25",,,"正常"
"河北省","海河流域","八号桥",,,,,,,,,,,,,,"维护"
"山西省","黄河流域","河津大桥","2020-05-29 08:00:00",,24.5,8.11,8.17,1434.8,288.6,10.78,,,,,,"维护"
"山西省","黄河流域","万家寨水库","2020-05-29 08:00:00","Ⅲ",19.3,8.16,9.12,884.7,10.3,4.77,0.3,0.006,"1.52",,,"正常"
"内蒙古自治区","黄河流域","画匠营子","2020-05-29 08:00:00","Ⅱ",16.8,7.67,7.67,933,1249.9,3.93,0.032,,,,,"正常"
"内蒙古自治区","黄河流域","海勃湾","2020-05-29 08:05:00","Ⅱ",19,8.29,6.74,777.8,37.5,3.14,0.18,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"维护"
"辽宁省","辽河流域","大伙房水库","2020-05-29 08:00:00","Ⅱ",18.4,7.35,10.22,355.2,6.9,2.76,0.05,0.019,"2.41",0.001,,"正常"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"维护"
"辽宁省","辽河流域","辽河公园","2020-05-29 08:05:00","Ⅳ",19.8,6.92,5.6,2151,118.6,6.04,0.085,0.17,"5.52",,,"正常"
"辽宁省","辽河流域","汤河水库","2020-05-29 08:00:00",,14.4,8.03,6.57,493.2,20.3,0.47,0.002,,,,,"维护"
"辽宁省","辽河流域","盘锦兴安(兴安)","2020-05-29 08:00:00",,18,6.77,8.93,709.5,124.7,,,0.089,"2.60",,,"维护"
"辽宁省","辽河流域","珠尔山","2020-05-29 08:00:00","Ⅱ",20.2,8.4,8.55,481.6,36,3.75,0.12,0.059,"3.37",,,"正常"
"吉林省","松花江流域","松花江村","2020-05-29 08:05:00","Ⅱ",16.9,7.31,9.75,281.3,23,2.38,0.11,0.015,"1.84",,,"正常"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-05-29 08:00:00","Ⅳ",19,7.64,7.79,164,23,6.31,0.125,0.104,"1.58",,,"正常"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-05-29 08:00:00",,16.8,,10.25,263.7,89,4.49,0.171,0.13,"2.85",,,"维护"
